=== SENSOR FLUSH @ 2026-04-21T05:54:57.745237600 ===
SENS-002|SOIL_TEMP|25.7 °C|2026-04-21T05:55:59.904775900
SENS-003|PH_PROBE|6.7 pH|2026-04-21T05:55:59.904775900
SENS-001|SOIL_MOISTURE|39.7 %|2026-04-21T05:56:01.905623700
SENS-002|SOIL_TEMP|26.2 °C|2026-04-21T05:56:01.906465200
SENS-003|PH_PROBE|6.8 pH|2026-04-21T05:56:01.907472
SENS-001|SOIL_MOISTURE|40.0 %|2026-04-21T05:56:03.907950900
SENS-002|SOIL_TEMP|24.2 °C|2026-04-21T05:56:03.909119300
SENS-003|PH_PROBE|6.9 pH|2026-04-21T05:56:03.909119300

=== SENSOR FLUSH @ 2026-04-21T05:56:09.922454800 ===
SENS-001|SOIL_MOISTURE|40.3 %|2026-04-21T05:56:05.912568200
SENS-002|SOIL_TEMP|24.7 °C|2026-04-21T05:56:05.913396200
SENS-003|PH_PROBE|6.7 pH|2026-04-21T05:56:05.914495400
SENS-001|SOIL_MOISTURE|40.6 %|2026-04-21T05:56:07.915683300
SENS-002|SOIL_TEMP|25.2 °C|2026-04-21T05:56:07.916538200
SENS-003|PH_PROBE|6.8 pH|2026-04-21T05:56:07.916538200
SENS-001|SOIL_MOISTURE|40.9 %|2026-04-21T05:56:09.917636300
SENS-002|SOIL_TEMP|25.7 °C|2026-04-21T05:56:09.919460500
SENS-003|PH_PROBE|6.9 pH|2026-04-21T05:56:09.921453

=== SENSOR FLUSH @ 2026-04-21T05:56:15.930161900 ===
SENS-001|SOIL_MOISTURE|41.2 %|2026-04-21T05:56:11.924106200
SENS-002|SOIL_TEMP|26.2 °C|2026-04-21T05:56:11.925064500
SENS-003|PH_PROBE|6.7 pH|2026-04-21T05:56:11.926062
SENS-001|SOIL_MOISTURE|38.5 %|2026-04-21T05:56:13.927389800
SENS-002|SOIL_TEMP|24.2 °C|2026-04-21T05:56:13.927389800
SENS-003|PH_PROBE|6.8 pH|2026-04-21T05:56:13.928389
SENS-001|SOIL_MOISTURE|38.8 %|2026-04-21T05:56:15.929176400
SENS-002|SOIL_TEMP|24.7 °C|2026-04-21T05:56:15.929176400
SENS-003|PH_PROBE|6.9 pH|2026-04-21T05:56:15.930161900

=== SENSOR FLUSH @ 2026-04-21T05:56:21.943143 ===
SENS-001|SOIL_MOISTURE|39.1 %|2026-04-21T05:56:17.932880100
SENS-002|SOIL_TEMP|25.2 °C|2026-04-21T05:56:17.935928200
SENS-003|PH_PROBE|6.7 pH|2026-04-21T05:56:17.937947500
SENS-001|SOIL_MOISTURE|39.4 %|2026-04-21T05:56:19.939134700
SENS-002|SOIL_TEMP|25.7 °C|2026-04-21T05:56:19.940135200
SENS-003|PH_PROBE|6.8 pH|2026-04-21T05:56:19.940135200
SENS-001|SOIL_MOISTURE|39.7 %|2026-04-21T05:56:21.941257200
SENS-002|SOIL_TEMP|26.2 °C|2026-04-21T05:56:21.941257200
SENS-003|PH_PROBE|6.9 pH|2026-04-21T05:56:21.942144800

=== SENSOR FLUSH @ 2026-04-21T05:56:27.952896500 ===
SENS-001|SOIL_MOISTURE|40.0 %|2026-04-21T05:56:23.944327900
SENS-002|SOIL_TEMP|24.2 °C|2026-04-21T05:56:23.945342400
SENS-003|PH_PROBE|6.7 pH|2026-04-21T05:56:23.945342400
SENS-001|SOIL_MOISTURE|40.3 %|2026-04-21T05:56:25.946924400
SENS-002|SOIL_TEMP|24.7 °C|2026-04-21T05:56:25.950011500
SENS-003|PH_PROBE|6.8 pH|2026-04-21T05:56:25.950011500
SENS-001|SOIL_MOISTURE|40.6 %|2026-04-21T05:56:27.951182200
SENS-002|SOIL_TEMP|25.2 °C|2026-04-21T05:56:27.951820800
SENS-003|PH_PROBE|6.9 pH|2026-04-21T05:56:27.951820800

=== SENSOR FLUSH @ 2026-04-21T05:56:33.969836900 ===
SENS-001|SOIL_MOISTURE|40.9 %|2026-04-21T05:56:29.955675200
SENS-002|SOIL_TEMP|25.7 °C|2026-04-21T05:56:29.956534
SENS-003|PH_PROBE|6.7 pH|2026-04-21T05:56:29.956534
SENS-001|SOIL_MOISTURE|41.2 %|2026-04-21T05:56:31.957702900
SENS-002|SOIL_TEMP|26.2 °C|2026-04-21T05:56:31.958724900
SENS-003|PH_PROBE|6.8 pH|2026-04-21T05:56:31.959795500
SENS-001|SOIL_MOISTURE|38.5 %|2026-04-21T05:56:33.969836900
SENS-002|SOIL_TEMP|24.2 °C|2026-04-21T05:56:33.969836900
SENS-003|PH_PROBE|6.9 pH|2026-04-21T05:56:33.969836900

=== SENSOR FLUSH @ 2026-04-21T05:56:39.998284400 ===
SENS-001|SOIL_MOISTURE|38.8 %|2026-04-21T05:56:35.976887300
SENS-002|SOIL_TEMP|24.7 °C|2026-04-21T05:56:35.976887300
SENS-003|PH_PROBE|6.7 pH|2026-04-21T05:56:35.976887300
SENS-001|SOIL_MOISTURE|39.1 %|2026-04-21T05:56:37.987473600
SENS-002|SOIL_TEMP|25.2 °C|2026-04-21T05:56:37.989525100
SENS-003|PH_PROBE|6.8 pH|2026-04-21T05:56:37.989525100
SENS-001|SOIL_MOISTURE|39.4 %|2026-04-21T05:56:39.998284400
SENS-002|SOIL_TEMP|25.7 °C|2026-04-21T05:56:39.998284400
SENS-003|PH_PROBE|6.9 pH|2026-04-21T05:56:39.998284400

=== SENSOR FLUSH @ 2026-04-21T05:56:46.029738300 ===
SENS-001|SOIL_MOISTURE|39.7 %|2026-04-21T05:56:42.012891200
SENS-002|SOIL_TEMP|26.2 °C|2026-04-21T05:56:42.012891200
SENS-003|PH_PROBE|6.7 pH|2026-04-21T05:56:42.012891200
SENS-001|SOIL_MOISTURE|40.0 %|2026-04-21T05:56:44.018468400
SENS-002|SOIL_TEMP|24.2 °C|2026-04-21T05:56:44.018468400
SENS-003|PH_PROBE|6.8 pH|2026-04-21T05:56:44.020449700
SENS-001|SOIL_MOISTURE|40.3 %|2026-04-21T05:56:46.029738300
SENS-002|SOIL_TEMP|24.7 °C|2026-04-21T05:56:46.029738300
SENS-003|PH_PROBE|6.9 pH|2026-04-21T05:56:46.029738300

=== SENSOR FLUSH @ 2026-04-21T05:56:52.060789500 ===
SENS-001|SOIL_MOISTURE|40.6 %|2026-04-21T05:56:48.045153400
SENS-002|SOIL_TEMP|25.2 °C|2026-04-21T05:56:48.045153400
SENS-003|PH_PROBE|6.7 pH|2026-04-21T05:56:48.045153400
SENS-001|SOIL_MOISTURE|40.9 %|2026-04-21T05:56:50.057346800
SENS-002|SOIL_TEMP|25.7 °C|2026-04-21T05:56:50.057346800
SENS-003|PH_PROBE|6.8 pH|2026-04-21T05:56:50.057346800
SENS-001|SOIL_MOISTURE|41.2 %|2026-04-21T05:56:52.060789500
SENS-002|SOIL_TEMP|26.2 °C|2026-04-21T05:56:52.060789500
SENS-003|PH_PROBE|6.9 pH|2026-04-21T05:56:52.060789500

=== SENSOR FLUSH @ 2026-04-21T05:56:58.101457900 ===
SENS-001|SOIL_MOISTURE|38.5 %|2026-04-21T05:56:54.074270800
SENS-002|SOIL_TEMP|24.2 °C|2026-04-21T05:56:54.075559100
SENS-003|PH_PROBE|6.7 pH|2026-04-21T05:56:54.075559100
SENS-001|SOIL_MOISTURE|38.8 %|2026-04-21T05:56:56.085727500
SENS-002|SOIL_TEMP|24.7 °C|2026-04-21T05:56:56.085727500
SENS-003|PH_PROBE|6.8 pH|2026-04-21T05:56:56.089170200
SENS-001|SOIL_MOISTURE|39.1 %|2026-04-21T05:56:58.101457900
SENS-002|SOIL_TEMP|25.2 °C|2026-04-21T05:56:58.101457900
SENS-003|PH_PROBE|6.9 pH|2026-04-21T05:56:58.101457900

=== SENSOR FLUSH @ 2026-04-21T05:57:04.130594 ===
SENS-001|SOIL_MOISTURE|39.4 %|2026-04-21T05:57:00.112987700
SENS-002|SOIL_TEMP|25.7 °C|2026-04-21T05:57:00.112987700
SENS-003|PH_PROBE|6.7 pH|2026-04-21T05:57:00.112987700
SENS-001|SOIL_MOISTURE|39.7 %|2026-04-21T05:57:02.115552
SENS-002|SOIL_TEMP|26.2 °C|2026-04-21T05:57:02.115552
SENS-003|PH_PROBE|6.8 pH|2026-04-21T05:57:02.115552
SENS-001|SOIL_MOISTURE|40.0 %|2026-04-21T05:57:04.130594
SENS-002|SOIL_TEMP|24.2 °C|2026-04-21T05:57:04.130594
SENS-003|PH_PROBE|6.9 pH|2026-04-21T05:57:04.130594

=== SENSOR FLUSH @ 2026-04-21T05:57:10.149944600 ===
SENS-001|SOIL_MOISTURE|40.3 %|2026-04-21T05:57:06.141557
SENS-002|SOIL_TEMP|24.7 °C|2026-04-21T05:57:06.141557
SENS-003|PH_PROBE|6.7 pH|2026-04-21T05:57:06.143353
SENS-001|SOIL_MOISTURE|40.6 %|2026-04-21T05:57:08.144515900
SENS-002|SOIL_TEMP|25.2 °C|2026-04-21T05:57:08.144515900
SENS-003|PH_PROBE|6.8 pH|2026-04-21T05:57:08.144515900
SENS-001|SOIL_MOISTURE|40.9 %|2026-04-21T05:57:10.149944600
SENS-002|SOIL_TEMP|25.7 °C|2026-04-21T05:57:10.149944600
SENS-003|PH_PROBE|6.9 pH|2026-04-21T05:57:10.149944600

=== SENSOR FLUSH @ 2026-04-21T05:57:16.199167200 ===
SENS-001|SOIL_MOISTURE|41.2 %|2026-04-21T05:57:12.158206400
SENS-002|SOIL_TEMP|26.2 °C|2026-04-21T05:57:12.160219300
SENS-003|PH_PROBE|6.7 pH|2026-04-21T05:57:12.161103900
SENS-001|SOIL_MOISTURE|38.5 %|2026-04-21T05:57:14.178683
SENS-002|SOIL_TEMP|24.2 °C|2026-04-21T05:57:14.180703200
SENS-003|PH_PROBE|6.8 pH|2026-04-21T05:57:14.181636300
SENS-001|SOIL_MOISTURE|38.8 %|2026-04-21T05:57:16.197640400
SENS-002|SOIL_TEMP|24.7 °C|2026-04-21T05:57:16.199167200
SENS-003|PH_PROBE|6.9 pH|2026-04-21T05:57:16.199167200

=== SENSOR FLUSH @ 2026-04-21T05:57:22.234497500 ===
SENS-001|SOIL_MOISTURE|39.1 %|2026-04-21T05:57:18.205190700
SENS-002|SOIL_TEMP|25.2 °C|2026-04-21T05:57:18.205704900
SENS-003|PH_PROBE|6.7 pH|2026-04-21T05:57:18.205704900
SENS-001|SOIL_MOISTURE|39.4 %|2026-04-21T05:57:20.220188900
SENS-002|SOIL_TEMP|25.7 °C|2026-04-21T05:57:20.220188900
SENS-003|PH_PROBE|6.8 pH|2026-04-21T05:57:20.220188900
SENS-001|SOIL_MOISTURE|39.7 %|2026-04-21T05:57:22.234497500
SENS-002|SOIL_TEMP|26.2 °C|2026-04-21T05:57:22.234497500
SENS-003|PH_PROBE|6.9 pH|2026-04-21T05:57:22.234497500

=== SENSOR FLUSH @ 2026-04-21T05:57:28.250618500 ===
SENS-001|SOIL_MOISTURE|40.0 %|2026-04-21T05:57:24.243048400
SENS-002|SOIL_TEMP|24.2 °C|2026-04-21T05:57:24.244044600
SENS-003|PH_PROBE|6.7 pH|2026-04-21T05:57:24.244044600
SENS-001|SOIL_MOISTURE|40.3 %|2026-04-21T05:57:26.246390
SENS-002|SOIL_TEMP|24.7 °C|2026-04-21T05:57:26.247222400
SENS-003|PH_PROBE|6.8 pH|2026-04-21T05:57:26.247222400
SENS-001|SOIL_MOISTURE|40.6 %|2026-04-21T05:57:28.249622100
SENS-002|SOIL_TEMP|25.2 °C|2026-04-21T05:57:28.249622100
SENS-003|PH_PROBE|6.9 pH|2026-04-21T05:57:28.250618500

